S.No.,X_1,X_2,X_3,X_4,X_5,X_6,Y
57,1,0,1,204.4368169,153.7639994,108.5353428,311.3414281
58,0,0,0,507.1392423,268.2854087,150.0689165,356.1089069
59,1,1,0,63.9395105,105.8505901,117.3953039,-32.59271988
60,1,0,1,395.3313089,200.5444719,89.78666249,420.8899623
61,1,0,1,223.4893725,179.4400924,146.835971,343.0741686
62,1,1,0,364.1607341,167.8315832,69.39111419,92.15306932
63,0,0,0,138.1079623,137.0694375,113.300821,126.0522658
64,1,1,0,432.5503256,226.5432889,131.2815347,77.76535683
65,0,1,1,157.5820375,84.40558832,43.60818672,89.4239287
66,0,0,0,110.7563649,73.84862926,45.11406847,92.7883241
67,0,1,1,348.8058564,216.5405304,136.1384246,210.9933424
68,0,0,0,399.3625431,212.0733679,130.755376,284.1084432
69,0,1,1,417.541914,178.2338774,75.25026504,237.7053816
70,1,1,0,131.6733396,88.64955572,46.90446467,5.016546823
71,0,0,0,219.3052077,151.3230954,105.4730944,160.7007519
72,1,0,1,443.9800139,247.9461398,135.5416331,496.436512
73,0,0,0,415.2227691,243.6939141,147.2606593,317.3613899
74,0,1,1,188.7339777,104.3248106,61.83042976,111.105216
75,0,1,1,127.9609459,102.4274414,63.56188461,97.79694445
76,0,1,1,130.7872801,71.81987203,36.01862576,100.1330677
77,1,1,0,52.99376471,81.04659847,87.09785357,-21.60769335
78,0,0,0,463.7130995,189.8407696,48.54875186,334.7261532
79,1,1,0,340.5277339,201.7257135,125.1186385,59.73812963
80,0,0,0,48.0289985,87.41725478,82.82940437,44.93517848
81,1,1,0,288.7303198,134.4381138,54.56488024,85.34952704
82,1,1,0,325.9995585,180.6121255,102.7104072,82.37904595
83,1,1,0,174.9696938,90.08714871,48.28912611,55.81471853
84,1,1,0,80.67938991,112.6481856,113.4025025,-34.8858966
85,0,0,0,320.4700739,197.0505356,132.1438996,235.6112475
86,1,1,0,176.519889,160.3270372,130.2306556,-11.69047938
87,1,0,1,177.792513,129.6392548,105.8510359,266.3200618
88,1,0,1,22.35547948,103.1260805,125.1614544,176.4290083
89,0,1,1,26.19246671,52.82488542,52.79566375,63.3703445
90,1,1,0,252.0402711,193.9882273,150.062695,9.983875107
91,0,1,1,511.4738396,194.981804,57.7671287,262.3807039
92,1,0,1,237.8267536,123.790997,59.4707582,244.0554251
93,1,0,1,259.716547,161.8046947,119.0133854,363.5487201
94,0,1,1,86.45198779,106.354859,94.16551748,105.8379805
95,1,1,0,276.1350323,153.4079424,77.43322037,53.70245655
96,0,0,0,48.87251014,94.91235743,108.1443367,71.58868613
97,1,0,1,15.62379531,93.69199637,100.0052382,153.0803725
98,1,0,1,303.2748207,156.9539226,74.8697416,307.2393534
99,0,0,0,186.4199272,139.8945403,106.0981397,135.1370647
100,0,1,1,309.8742261,186.087606,129.4969897,206.869483
101,1,0,1,305.2886981,123.373418,33.9972827,291.3410539
102,1,1,0,81.43400259,94.99677265,95.77237526,-8.3257909
103,0,1,1,4.867659599,106.6150125,125.2796541,74.57459499
104,1,1,0,504.010926,234.7841695,102.0569012,127.1933285
105,1,0,1,498.5040874,273.3315617,151.6956422,542.3389512
106,1,0,1,2.628081313,86.75344593,105.5273844,136.3486791
107,1,0,1,485.3159067,230.0560643,99.49072736,498.696781
108,1,0,1,88.71209095,73.35970408,54.29780705,157.4802
109,0,1,1,317.4497027,148.5688356,71.24827691,162.7366272
110,0,0,0,18.17854658,111.8464227,144.2122612,43.96802127
111,1,1,0,307.2566536,175.4476213,108.9223622,43.16508831
112,0,1,1,232.433039,144.0294024,98.41662627,154.4253453
113,1,1,0,354.5169525,196.0739337,117.8467796,59.35680827
114,1,0,1,47.0306743,108.5046122,111.9485811,167.9416237
115,1,0,1,225.4608148,185.7214497,148.6815333,362.4947056
116,1,1,0,25.7508922,116.5208066,148.6801934,-59.19189712
117,0,1,1,299.2172405,207.8702902,141.8945763,204.6538543
118,0,0,0,308.2421155,212.7514924,143.303428,222.3716997
119,0,0,0,179.3161243,135.3039389,105.7099282,165.0748598
120,1,1,0,20.01867202,111.7676704,138.7799605,-69.65955925
121,1,0,1,396.4149437,179.6579353,65.73859523,383.4671556
122,0,1,1,247.1146232,137.4605085,67.71719968,146.7188733
123,1,0,1,9.291146033,91.36924587,119.9883162,156.1663974
124,1,1,0,511.547524,193.987942,52.72042772,187.8062066
125,0,0,0,32.23390641,85.2853475,100.4665699,58.01327376
126,1,0,1,253.4694397,167.506658,114.2753921,316.5102792
127,1,1,0,391.9585283,158.0595988,47.21878686,126.0610186
128,1,1,0,431.2939164,237.4490324,151.4509711,96.57199124
129,0,1,1,33.56081826,128.5301702,144.9877104,106.1496392
130,1,1,0,260.1641238,160.4171205,96.17089713,58.69331094
131,0,0,0,153.4097039,149.7820319,139.4205456,111.8038163
132,1,1,0,48.66757795,99.38959138,116.6627949,-35.63439585
133,1,1,0,40.43042576,97.75235329,118.5422484,-46.26919648
134,0,0,0,400.9998821,205.5544947,117.4493676,302.0224137
135,0,0,0,295.7262945,149.2342953,61.41264469,245.7342006
136,1,1,0,345.155864,208.9318365,124.635945,34.93887626
137,0,1,1,145.4390194,118.8133578,90.41668528,109.1091107
138,0,1,1,118.6343907,77.69164184,32.93623136,66.44340417
139,1,1,0,67.31668158,111.3213659,113.222119,-33.10600411
140,0,0,0,459.2621977,209.5676757,102.3296832,333.217091
141,0,1,1,188.6864751,115.7136661,71.79543396,103.9903909
142,1,1,0,222.7002385,126.602909,59.03307765,58.90176796
143,1,1,0,451.4170141,183.0317527,50.61478927,139.1915618
144,1,1,0,346.3590596,207.2214093,145.4761016,72.5932917
145,1,0,1,64.49445099,123.8675831,122.4384958,199.5696239
146,0,0,0,445.4705512,227.2414164,117.2325508,339.6327812
147,0,1,1,155.8936722,81.01642964,44.83425408,83.6629709
148,0,1,1,444.0310061,180.5561494,57.97846492,206.4878912
149,0,0,0,131.1725436,84.66720777,37.7149493,104.2930352
150,1,0,1,453.3973514,203.0556266,89.28882869,446.6053665
151,0,1,1,210.9096499,97.60164574,29.35218206,114.8355097
152,0,1,1,374.5133139,146.7003248,34.73319456,173.0578216
153,0,1,1,362.1368307,216.8080449,149.8702369,233.598326
154,0,0,0,366.0277617,177.7051911,89.8787442,286.3346832
155,0,1,1,308.3718613,128.7564677,51.01191005,163.5312508
156,1,1,0,95.30740376,130.4190527,140.3466318,-25.88900596
157,1,0,1,221.0515206,114.6345116,64.09058189,251.4801404
158,0,1,1,47.11013553,94.98870324,105.1667654,69.413779
159,0,1,1,191.3457413,108.7973883,69.92983516,122.2467223
160,1,1,0,69.86977246,87.05696966,80.07363719,-36.18145675
161,1,1,0,444.1192923,192.7507698,73.25539001,152.9523578
162,1,1,0,461.8759033,221.5370876,97.51093495,135.2885281
163,1,0,1,88.40446638,143.1398112,140.2431256,259.6906947
164,1,1,0,311.3831265,193.0581324,125.3422533,27.38608727
165,1,0,1,312.4526629,195.5765759,134.7657899,392.3525437
166,0,0,0,457.6389182,190.5316405,59.01714962,353.052943
167,1,0,1,233.8981942,167.1927566,135.2171795,333.4519319
168,1,0,1,171.6546573,98.78866712,63.57085632,216.3169921
169,0,1,1,343.7070915,191.0726713,119.7320847,201.9293719
170,0,1,1,342.2150272,154.7765284,72.39196487,177.917775
171,0,1,1,270.5140097,172.7296958,129.6517352,183.9497486
172,0,1,1,165.4617476,114.6378992,79.82601246,98.91782388
173,1,1,0,382.7136824,211.1476519,114.7577738,57.32347809
174,1,1,0,256.6293639,164.2146079,123.494064,49.46419661
175,1,0,1,449.3051819,226.5022619,103.3870268,463.8529597
176,0,1,1,418.195793,182.0399146,74.13570902,203.1403188
177,1,1,0,143.5589269,99.30699624,60.91936998,38.5837869
178,0,1,1,378.6675286,221.305212,130.7372648,232.1740788
179,0,1,1,255.6022932,106.3891576,38.81679139,125.5694019
180,0,0,0,479.1673067,254.500399,148.1963742,371.8444128
181,0,1,1,284.2821051,132.7093571,47.53295087,153.5733917
182,1,0,1,484.1611156,195.3443042,47.38738368,417.7980567
183,1,0,1,188.2252719,146.3281292,123.8325332,298.413606
184,1,0,1,187.2832264,147.9215301,116.2704295,299.0000501
185,0,1,1,259.6998491,137.0415001,80.22075585,157.0614161
186,1,1,0,148.3481153,133.1069042,118.781313,-5.32480406
187,0,1,1,508.4073696,241.2053088,106.4502039,242.8211608
188,1,1,0,223.5976102,120.1893256,57.67535763,64.87402576
189,0,0,0,183.1170559,148.3750121,112.832209,155.1188375
190,0,1,1,71.08848705,113.2068841,108.6926871,93.56259073
191,0,0,0,344.6702755,197.0868816,112.4039211,268.2453303
192,1,0,1,93.94597127,123.7183603,133.5615752,227.2430544
193,1,1,0,99.58655855,60.30975994,30.71707916,29.92222314
194,0,1,1,420.6838852,169.3531864,53.72370809,212.145024
195,0,0,0,176.4316369,150.065823,114.9448731,140.9250277
196,1,1,0,51.45351369,125.3666633,149.1949584,-49.84594773
197,0,0,0,427.7071044,199.9364417,92.48358644,332.9980596
198,0,1,1,328.9802043,213.9483351,138.5359516,187.1281328
199,0,1,1,424.5416219,202.0167605,93.43907857,217.7541526
200,1,1,0,315.0633547,157.8714498,78.09886159,83.94410036
201,1,0,1,446.8756458,189.5989898,68.44079107,420.7279356
202,1,1,0,173.7124121,87.74151203,45.17021558,43.39739441
203,0,0,0,245.7272188,110.0923589,30.0359633,186.8454846
204,1,0,1,322.8437837,172.1311089,82.65901478,348.2164976
205,1,1,0,408.5077387,156.6515903,38.72714767,155.791833
206,1,1,0,190.2143618,160.5954581,126.3908829,6.225787004
207,1,0,1,78.54617233,93.51795942,87.94191388,191.6679012
208,1,1,0,7.244276821,67.54163935,69.56110494,-25.73092409
209,0,0,0,218.6830166,163.1312553,125.3475481,160.9543713
210,0,1,1,313.7233005,207.3152569,139.0320534,203.6931465
211,0,0,0,371.8155084,151.0227043,39.17623907,286.406515
212,1,1,0,366.2209345,163.37134,62.4835412,117.3687498
213,0,1,1,27.32003646,52.51942134,57.34745107,46.53369208
214,1,0,1,140.8192216,79.32216621,49.98528841,170.3438752
215,0,0,0,471.4729859,251.9634614,132.9680077,368.1898047
216,1,1,0,489.7949063,215.2474747,95.91989428,138.1264073
217,1,1,0,163.0215022,146.0727122,122.8568915,-13.79793419
218,1,1,0,288.1794702,189.6672675,136.9425205,48.59598666
219,1,1,0,10.80666777,60.13851034,69.12814623,-16.96689153
220,0,0,0,2.567259408,86.75381676,120.7425065,24.1686981
221,1,0,1,366.2345384,189.1098783,99.3288022,375.9825609
222,0,1,1,376.5368773,150.0817761,45.37554719,205.624778
223,1,1,0,509.0000159,234.8543788,98.21210941,136.0058521
224,0,0,0,166.4869602,117.0855096,84.06160286,124.2165299
225,1,1,0,314.5092755,202.8178625,142.36557,22.83602367
226,0,1,1,468.6558488,228.054482,100.6159338,220.8187337
227,1,0,1,384.7884834,226.1460006,134.7707321,448.5909034
228,0,1,1,307.8912189,160.7880617,71.08716686,143.7957239
229,0,1,1,113.1564974,143.6873807,147.197882,151.7734279
230,0,1,1,334.9982923,156.5899698,58.11021627,156.2266073
231,0,1,1,305.0954834,171.4429163,97.6050123,167.6682599
232,0,1,1,466.7756358,175.4772444,29.25029496,223.75957
233,0,0,0,323.2149541,181.5944418,92.37008703,228.3417318
234,1,1,0,442.5771969,172.8136897,51.89739964,166.2193215
235,0,0,0,151.8346626,147.3883637,129.8539501,136.415584
236,1,1,0,344.8916958,194.830266,125.2464811,77.14942085
237,1,0,1,314.4308792,165.1627961,76.40284,319.8009642
238,1,1,0,196.4027517,159.3450821,132.5017735,-5.681804776
239,1,1,0,291.1035717,198.3245059,143.5376911,28.83592234
240,0,0,0,333.5406671,158.741951,78.91534313,256.4882403
241,0,1,1,81.93098108,77.5837734,72.00679246,93.9015618
242,0,1,1,145.7581966,125.9879042,92.8871477,119.9284523
243,0,1,1,238.2265679,130.1031377,58.07164195,133.7851546
244,1,0,1,228.9630578,134.6215158,68.7152808,267.0412858
245,1,0,1,477.6501836,243.7127922,119.7980847,508.7405123
246,0,0,0,275.7316919,152.3588102,86.30616898,229.6952495
247,1,0,1,217.9852643,115.8226734,59.58605761,246.9531436
248,1,0,1,55.14430744,83.16658205,79.9447126,159.3323009
249,0,0,0,193.7240104,139.7523123,99.32241793,149.1792673
250,1,1,0,200.8681451,112.0590844,51.40618179,65.78306023
251,1,0,1,491.3490201,199.4834701,65.97534357,439.4057362
252,1,0,1,405.810315,168.2220112,52.2242034,380.6133702
253,0,1,1,59.68130416,72.13996076,63.48605436,77.32681399
254,0,1,1,157.1174072,76.1810924,38.01349239,110.634544
255,0,0,0,37.23005641,117.5553575,146.2712481,46.96969293
256,1,1,0,474.9588197,245.0081028,136.4641869,122.9408294
257,0,0,0,294.8271209,188.4812462,123.7066848,240.1909224
258,0,0,0,203.2391019,148.6342127,101.6217919,180.2503523
259,1,1,0,189.1382259,170.4490613,137.8034522,-2.965262145
260,0,1,1,329.5585947,141.3648436,43.17670569,144.858045
261,1,1,0,214.6716487,119.390608,61.25024601,67.28107569
262,1,1,0,287.0446389,143.8734647,65.17666417,67.96231971
263,1,0,1,277.3476826,138.0560397,50.87096834,263.6819769
264,1,0,1,210.7237714,134.0889488,72.87970646,255.3380509
265,1,0,1,447.1644056,209.0490422,91.58890013,448.6634978
266,0,0,0,413.7442023,231.5890911,145.808731,301.2733569
267,1,0,1,365.3426551,229.3403237,147.0010799,463.3665799
268,0,0,0,453.5993694,188.1998776,57.26496919,346.6618057
269,0,1,1,234.2097778,192.6188411,148.6825898,151.5753315
270,1,0,1,407.8234024,162.7914651,42.10279607,352.9393876
271,1,1,0,178.4333511,82.11961528,31.57977959,45.5759964
272,1,0,1,403.1330409,161.3918501,31.26000416,324.8200509
273,1,1,0,79.6581598,98.15148408,92.49718698,-14.49071405
274,0,1,1,150.0743558,108.2171789,88.30673046,129.5389095
275,0,1,1,452.9002496,178.4761905,45.86821743,201.064245
276,0,1,1,499.827091,240.5306933,115.8770514,277.8301224
277,1,0,1,423.1849132,215.7647006,120.0283087,473.9447481
278,1,1,0,472.4272748,213.6441838,88.86441059,118.1262489
279,0,1,1,338.1916929,179.4581322,109.0390747,194.8951453
280,1,1,0,330.6771628,155.3262394,65.24322571,104.7478918
281,1,0,1,177.1022928,153.7580893,142.2827974,300.6834039
282,0,1,1,219.1809547,119.0961213,65.57666431,132.7155537
283,1,0,1,16.72381863,49.47523776,37.30982085,95.63046422
284,0,1,1,281.4113495,123.2590883,37.4338207,146.3123454
285,1,1,0,291.0366303,190.7624967,140.8167392,41.10139643
286,1,1,0,31.25961157,88.56027992,108.3737971,-29.14174329
287,1,0,1,291.0253943,159.2085121,96.3125355,338.0249079
288,0,1,1,283.6975842,135.4672217,64.40883602,150.7846314
289,1,0,1,335.9756824,160.8112792,63.75438938,336.7002835
290,1,0,1,65.32861281,56.64651228,45.98721191,108.8134736
291,1,0,1,337.5051269,178.5088106,109.8843105,393.2905832
292,0,0,0,108.1851224,121.7360668,101.3275873,95.04117441
293,1,1,0,138.5296534,86.13150329,38.49024936,49.14116736
294,1,0,1,7.820798822,37.60475099,40.11932618,61.99359136
295,1,0,1,32.25379738,36.00723743,33.01909893,73.95581003
296,0,1,1,46.74187602,88.03101232,99.24798609,87.03609001
297,0,0,0,381.1507446,181.2588635,68.6059184,282.3406823
298,1,0,1,247.8561895,127.7335313,73.40529685,301.0144404
299,0,1,1,73.27535726,82.47588788,82.4229175,81.72076243
300,1,0,1,506.0845051,261.8051268,134.0517613,543.8168222
301,0,0,0,372.9746703,189.0933484,85.88667143,290.9740096
302,0,1,1,86.39016606,101.179392,96.53964741,97.98060886
303,0,0,0,439.2545228,255.5744273,150.1020167,317.4001252
304,0,1,1,202.5038622,143.4818585,89.75601957,144.1789327
305,0,0,0,409.9522097,225.3823042,144.8605767,310.6730682
306,1,0,1,473.46793,191.8308735,61.11939027,418.5889729
307,1,0,1,143.58544,138.4647314,127.3516912,288.4326045
308,0,0,0,194.8849122,141.5317852,117.3636097,168.1891955
309,1,1,0,347.5528973,159.6689929,51.92760738,100.3159258
310,0,0,0,481.8564188,210.8541631,70.44411161,346.0802897
311,0,1,1,285.1380682,188.6626574,121.4960455,196.1195793
312,0,0,0,156.6873593,94.71788482,60.71326426,122.3985877
313,0,1,1,227.4432598,139.1290678,82.15227256,142.1229825
314,0,0,0,186.5542962,128.9770366,100.2980412,145.1898012
315,1,0,1,187.3212105,165.0523507,128.6715238,318.6913284
316,1,1,0,41.53792448,57.99433648,63.32873558,-26.19328793
317,0,1,1,287.4936415,140.8217574,54.52494415,158.4838301
318,0,0,0,189.1729421,131.4605843,81.80228199,140.6935566
319,0,1,1,328.738928,189.0371276,105.2219258,177.0728325
320,1,1,0,47.93795082,61.1655715,48.37542692,0.937632346
321,0,1,1,417.3431133,230.3509675,134.1307227,253.5999619
322,0,0,0,439.1341471,218.9453509,117.0313295,315.1649378
323,1,0,1,181.2214463,108.3471012,73.7092522,239.7850858
324,1,1,0,25.63265038,41.22541743,32.82677837,-17.72234678
325,1,1,0,391.729079,196.520353,111.304584,102.0216937
326,0,0,0,384.734638,204.1367524,119.1848934,286.1083746
327,1,0,1,250.6174589,123.7816872,63.92638357,260.4098437
328,0,1,1,189.9932013,97.90928429,38.0223198,82.15178655
329,1,1,0,397.1996472,199.3551302,108.060197,109.6353189
330,0,1,1,86.31138527,126.6404249,120.5240401,90.51477969
331,0,1,1,31.4038477,42.21274397,39.5111777,34.94436084
332,1,0,1,28.53308052,99.94521494,128.2972816,205.1210579
333,0,1,1,382.2783,189.9124048,87.57345053,192.1513167
334,0,0,0,253.3208285,175.2320436,122.5218321,193.4483188
335,1,1,0,420.2610286,223.1300676,132.8254797,81.33860949
336,0,0,0,426.8909138,184.2917325,57.87383124,305.0222815
337,0,0,0,267.1562191,130.4921629,65.36395741,189.4677227
338,0,1,1,79.75073443,74.03558273,70.46540202,83.31900943
339,0,0,0,241.5717427,142.2141707,91.05805084,184.0257315
340,0,0,0,127.5106983,120.5671564,89.44955155,91.99233278
341,0,1,1,302.4237136,195.9932955,130.6719777,205.2529299
342,0,0,0,328.9367156,213.5063226,137.3085145,257.7383411
343,0,0,0,314.0704841,122.5575509,35.00724335,230.5000703
344,0,1,1,39.2238633,111.9428048,136.2280285,87.95842779
345,1,1,0,476.2110712,179.595293,46.81130603,159.2621317
346,1,0,1,188.6734046,163.7878274,147.8693486,343.8156755
347,0,0,0,422.5431376,221.6183642,120.2881801,299.5679276
348,1,0,1,165.3998131,150.2377188,138.3656967,290.0998614
349,0,0,0,163.0376129,115.4738022,89.93458685,115.0687019
350,0,1,1,0.565754919,92.34605921,108.5167601,67.7376337
351,0,0,0,447.9392725,246.0579462,148.3564833,329.5609164
352,0,0,0,355.299116,145.4647575,33.92907629,264.1838697
353,0,0,0,192.5065153,101.2683742,36.45919687,160.6309011
354,0,0,0,85.65196831,59.44184772,37.61104102,96.02430227
355,1,1,0,38.32351524,55.68167408,45.44969437,4.084087651
356,1,1,0,176.1552843,110.3500085,56.80977097,31.71524311
357,0,0,0,303.3361632,130.1663662,50.93292071,250.1506482
358,1,1,0,262.5697145,199.0702344,144.1711102,20.49684414
359,0,1,1,103.7868922,85.08956279,60.84235515,99.53104713
360,1,1,0,406.991393,158.1638707,47.65691984,163.0551302
361,1,1,0,350.0037586,186.0561849,113.8349304,98.62750543
362,0,1,1,183.3617355,151.5877612,115.0532628,149.0569357
363,1,0,1,376.0501149,190.7153739,84.24408818,401.1275002
364,1,0,1,178.2586069,109.7574978,64.56694689,212.649656
365,1,0,1,76.55792554,126.3021961,142.3328239,230.5396223
366,1,1,0,105.0328929,109.9607094,96.128743,-6.040112206
367,0,0,0,49.5439656,130.8514239,147.871236,61.884215
368,1,1,0,44.41968707,85.94016102,88.06766506,-17.31805009
369,0,0,0,482.7931739,260.0856218,142.4558492,370.5650228
370,0,1,1,373.1363216,179.5457415,80.18535997,206.8625941
371,0,1,1,301.4224349,139.851853,67.0296348,165.8514479
372,0,0,0,120.1949158,88.58898351,59.94401999,98.85082566
373,1,0,1,387.0383726,231.0063445,140.4338259,460.2157322
374,1,0,1,390.9504605,175.5460569,81.1603392,374.0314388
375,1,0,1,292.6947871,195.2462843,145.6136488,402.7725943
376,0,0,0,397.1749776,213.2238257,113.5493165,311.4181336
377,1,1,0,417.0956754,227.9782558,128.0905166,89.11411958
378,1,0,1,413.7272385,202.6787036,89.90385103,434.1018602
379,0,1,1,155.8271303,120.8853532,84.49397779,103.9710819
380,1,1,0,297.7443271,131.6198197,44.79317233,85.19025698
381,0,0,0,283.5778698,129.2796221,38.02536678,211.1507172
382,0,1,1,337.8351853,212.4503238,150.5287187,233.9374496
383,0,0,0,225.0979453,145.9789836,89.83113488,190.84871
384,0,0,0,511.2416533,220.187276,80.7539417,357.9766402
385,0,0,0,383.806753,184.4003871,88.5883584,289.3544825
386,1,0,1,347.1602572,158.3057937,58.10779124,318.9661633
387,0,0,0,292.2044688,130.7725995,36.96374504,222.0173567
388,1,1,0,274.2539635,162.1290297,111.7430391,65.43968702
389,0,0,0,252.581529,114.9550708,38.43868604,195.5026295
390,0,0,0,148.027047,155.1315938,139.9041073,106.6762249
391,0,1,1,460.0182598,212.4836671,102.396681,271.4101373
392,0,1,1,204.9543372,144.3423201,106.8945586,141.8359784
393,1,1,0,193.8900587,105.6629332,56.87040858,46.66458745
394,0,0,0,432.7704375,238.9619893,136.912285,303.6418405
395,0,0,0,173.3521399,150.7443652,119.5436745,151.5736959
396,0,0,0,332.7334822,142.9051986,61.47009247,236.5437526
397,1,0,1,314.4119843,186.7372662,120.2624978,384.2696062
398,0,1,1,84.35865337,85.26324286,80.66030621,83.03476352
399,1,1,0,277.7446339,182.1156002,113.6538276,18.44442634
400,1,0,1,197.6238775,143.5088861,114.5217229,312.4187817
401,1,0,1,369.1018986,141.9342754,41.14670984,312.5546642
402,0,0,0,452.7332315,216.8985604,103.7416684,323.8350985
403,0,0,0,235.462214,173.3059993,133.140398,202.2732095
404,1,1,0,97.02521281,60.83410463,30.91844242,38.15795202
405,0,0,0,378.0335489,188.1642544,89.69416341,283.2315007
406,0,0,0,90.59079903,95.04670868,96.18158129,66.87046802
407,0,0,0,326.2488292,145.4191816,48.71740943,230.4214963
408,0,0,0,205.2907023,140.726207,97.48805127,164.9985495
409,1,0,1,50.71144735,58.85111305,50.08722635,108.6399417
410,1,0,1,27.52754138,115.9489224,136.3238348,208.6374948
411,1,1,0,463.1895432,216.3416611,102.8870422,121.8684261
412,1,0,1,379.2010709,164.7950092,62.49483965,374.7729763
413,0,1,1,406.7775458,222.8761008,131.535669,254.9396368
414,0,1,1,485.2910487,242.1742995,122.7653317,264.9911627
415,1,0,1,497.5296587,242.4088843,126.0445805,524.2947465
416,0,1,1,91.10264573,145.0031001,139.8543833,113.5418726
417,0,0,0,7.262297203,55.16185914,71.52176578,37.43194538
418,1,1,0,162.4638848,140.8526116,125.7606469,-9.147936641
419,1,0,1,501.0049509,243.6017923,124.5046046,532.3492901
420,0,1,1,190.7767639,93.34389349,49.53916098,135.5175612
421,1,0,1,158.9125741,121.5039211,89.51683618,240.5036923
422,0,1,1,182.963136,153.5626525,139.9690077,148.0051664
423,0,0,0,19.20321565,64.46896221,76.08469155,48.21684836
424,0,1,1,261.6549862,174.4047311,117.6694149,159.2770808
425,0,1,1,164.1558585,106.1229896,70.6765426,129.0615749
426,0,0,0,237.3125989,145.429861,102.1348902,192.0206658
427,1,1,0,105.0524087,152.9740674,148.2638541,-77.48887103
428,1,1,0,178.0222934,81.81473364,34.52572884,52.89978152
429,0,0,0,142.9940295,154.3841736,143.487571,108.8428501
430,0,0,0,48.57122802,62.92673013,56.33085211,57.45403165
431,0,0,0,107.0324377,119.1773954,100.3626088,91.20809346
432,0,0,0,503.8021003,252.7918618,116.7998599,355.0710929
433,0,1,1,369.1845496,139.1356057,38.77726628,190.3363533
434,0,0,0,174.8194163,102.7321366,49.24475988,137.509417
435,1,0,1,180.2189313,155.4891798,139.6945191,325.8262374
436,0,0,0,104.306544,112.7212244,111.6873236,80.90329967
437,1,0,1,337.352307,134.071519,37.22406659,283.5501149
438,1,1,0,457.7183512,225.2361877,107.0600172,95.69150053
